"","language","category","uni_lemma","item_definition","lexical_category"
"1337","Spanish (Peruvian)","time_words","now","ahora/ahorita","other"
"1338","Spanish (Argentinian)","time_words","now","ahora","other"
"1339","Spanish (European)","locations","of","de","function_words"
"1340","Spanish (European)","locations","of","del","function_words"
"1341","Spanish (Mexican)","prepositions","of","de","function_words"
"1342","Spanish (Argentinian)","quantifiers","of","de_del","function_words"
"1343","Spanish (European)","descriptive_words","off","apagado","predicates"
"1344","Spanish (Peruvian)","descriptive_words","off","apagado","predicates"
"1345","Spanish (European)","games_routines","ok","bueno (bien)","other"
"1346","Spanish (European)","games_routines","ok","vale","other"
"1347","Spanish (Peruvian)","games_routines","ok","bueno/bien","other"
"1348","Spanish (Peruvian)","games_routines","ok","ya/ok","other"
"1349","Spanish (Argentinian)","games_routines","ok","dale","other"
"1350","Spanish (Argentinian)","games_routines","ok","okey","other"
"1351","Spanish (Mexican)","descriptive_words","old","viejo","predicates"
"1352","Spanish (Argentinian)","descriptive_words","old","viejo","predicates"
"1353","Spanish (European)","food_drink","olive","aceituna/s","nouns"
"1354","Spanish (Peruvian)","food_drink","olive","aceituna(s)","nouns"
"1355","Spanish (Argentinian)","food_drink","olive","aceituna","nouns"
"1356","Spanish (European)","locations","on","en","function_words"
"1357","Spanish (Mexican)","locations","on","encima","function_words"
"1358","Spanish (Peruvian)","descriptive_words","on","prendido/encendido","predicates"
"1359","Spanish (Peruvian)","quantifiers","one","un","function_words"
"1360","Spanish (Peruvian)","quantifiers","one","uno(a)","function_words"
"1361","Spanish (Mexican)","games_routines","one two three","uno dos tres...","other"
"1362","Spanish (Argentinian)","games_routines","one two three","uno_dos_tres","other"
"1363","Spanish (European)","action_words","open (action)","abrir","predicates"
"1364","Spanish (Mexican)","action_words","open (action)","abrir","predicates"
"1365","Spanish (Peruvian)","action_words","open (action)","abrir","predicates"
"1366","Spanish (Argentinian)","action_words","open (action)","abrir","predicates"
"1367","Spanish (European)","connecting_words","or","o","function_words"
"1368","Spanish (Mexican)","connecting_words","or","o","function_words"
"1369","Spanish (Peruvian)","connecting_words","or","o","function_words"
"1370","Spanish (Argentinian)","connecting_words","or","o","function_words"
"1371","Spanish (European)","food_drink","orange (food)","naranja","nouns"
"1372","Spanish (Mexican)","food_drink","orange (food)","naranja","nouns"
"1373","Spanish (Peruvian)","food_drink","orange (food)","mandarina","nouns"
"1374","Spanish (Peruvian)","food_drink","orange (food)","naranja","nouns"
"1375","Spanish (Argentinian)","food_drink","orange (food)","naranja","nouns"
"1376","Spanish (European)","pronouns","other","otra/o","function_words"
"1377","Spanish (European)","articles","other","otro","function_words"
"1378","Spanish (Peruvian)","pronouns","other","otro(a)","function_words"
"1379","Spanish (Peruvian)","quantifiers","other","otro","function_words"
"1380","Spanish (European)","sounds","ouch","¡uy!","other"
"1381","Spanish (Mexican)","sounds","ouch","¡ay!","other"
"1382","Spanish (Argentinian)","sounds","ouch","ay","other"
"1383","Spanish (European)","locations","out","fuera/afuera","function_words"
"1384","Spanish (Mexican)","locations","out","afuera","function_words"
"1385","Spanish (Peruvian)","locations","out","afuera/fuera","function_words"
"1386","Spanish (Argentinian)","locations","out","afuera","function_words"
"1387","Spanish (Mexican)","furniture_rooms","oven","horno","nouns"
"1388","Spanish (Argentinian)","furniture_rooms","oven","horno","nouns"
"1389","Spanish (Mexican)","animals","owl","búho","nouns"
"1390","Spanish (Argentinian)","animals","owl","lechuza","nouns"
